date,price_rupees_per_kg,volume_quintals,promo_flag,year,month,day_of_week,day_of_year,week_of_year
2022-08-03,41.49,5188.32,0,2022,8,2,215,31
2022-08-04,40.76,4632.99,0,2022,8,3,216,31
2022-08-05,40.97,4810.73,0,2022,8,4,217,31
2022-08-06,39.69,4956.24,0,2022,8,5,218,31
2022-08-07,56.97,4008.95,0,2022,8,6,219,31
2022-08-08,55.97,4226.13,0,2022,8,0,220,32
2022-08-09,53.64,4389.82,0,2022,8,1,221,32
2022-08-10,50.83,4141.14,0,2022,8,2,222,32
2022-08-11,52.58,4608.75,0,2022,8,3,223,32
2022-08-12,48.94,4222.68,0,2022,8,4,224,32
2022-08-13,49.23,4389.71,0,2022,8,5,225,32
2022-08-14,45.1,4378.55,0,2022,8,6,226,32
2022-08-15,46.18,4238.74,0,2022,8,0,227,33
2022-08-16,47.03,4711.95,0,2022,8,1,228,33
2022-08-17,47.51,5311.01,0,2022,8,2,229,33
2022-08-18,45.7,4356.54,0,2022,8,3,230,33
2022-08-19,46.81,4774.23,0,2022,8,4,231,33
2022-08-20,48.46,4229.26,0,2022,8,5,232,33
2022-08-21,45.5,4472.06,0,2022,8,6,233,33
2022-08-22,43.09,5122.91,0,2022,8,0,234,34
2022-08-23,42.2,4318.05,0,2022,8,1,235,34
2022-08-24,40.57,4320.17,0,2022,8,2,236,34
2022-08-25,39.17,4765.11,0,2022,8,3,237,34
2022-08-26,38.33,5032.62,0,2022,8,4,238,34
2022-08-27,41.14,4831.87,0,2022,8,5,239,34
2022-08-28,41.75,4770.66,0,2022,8,6,240,34
2022-08-29,40.37,4741.95,0,2022,8,0,241,35
2022-08-30,36.52,5160.11,0,2022,8,1,242,35
2022-08-31,32.61,5345.65,1,2022,8,2,243,35
2022-09-01,37.57,4646.31,0,2022,9,3,244,35
2022-09-02,35.32,4956.07,0,2022,9,4,245,35
2022-09-03,37.43,5089.8,0,2022,9,5,246,35
2022-09-04,36.92,5350.69,0,2022,9,6,247,35
2022-09-05,38.34,4567.67,0,2022,9,0,248,36
2022-09-06,39.29,5222.79,0,2022,9,1,249,36
2022-09-07,40.01,4613.5,0,2022,9,2,250,36
2022-09-08,35.37,6184.97,1,2022,9,3,251,36
2022-09-09,38.78,4985.38,0,2022,9,4,252,36
2022-09-10,38.05,4786.58,0,2022,9,5,253,36
2022-09-11,39.23,5121.65,0,2022,9,6,254,36
2022-09-12,40.4,4608.69,0,2022,9,0,255,37
2022-09-13,38.03,4731.62,0,2022,9,1,256,37
2022-09-14,37.96,5167.49,0,2022,9,2,257,37
2022-09-15,38.12,4615.03,0,2022,9,3,258,37
2022-09-16,38.05,4922.25,0,2022,9,4,259,37
2022-09-17,37.82,4361.03,0,2022,9,5,260,37
2022-09-18,36.66,5462.97,0,2022,9,6,261,37
2022-09-19,36.75,5274.7,0,2022,9,0,262,38
2022-09-20,37.21,5714.36,0,2022,9,1,263,38
2022-09-21,33.99,6908.17,1,2022,9,2,264,38
2022-09-22,36.93,4564.74,0,2022,9,3,265,38
2022-09-23,37.76,5062.6,0,2022,9,4,266,38
2022-09-24,34.09,4769.97,0,2022,9,5,267,38
2022-09-25,35.76,5435.62,0,2022,9,6,268,38
2022-09-26,36.08,4615.53,0,2022,9,0,269,39
2022-09-27,34.22,4694.5,0,2022,9,1,270,39
2022-09-28,35.88,4473.04,0,2022,9,2,271,39
2022-09-29,35.36,4835.61,0,2022,9,3,272,39
2022-09-30,35.31,4777.46,0,2022,9,4,273,39
2022-10-01,35.03,4619.89,0,2022,10,5,274,39
2022-10-02,36.16,5538.91,0,2022,10,6,275,39
2022-10-03,35.42,5138.1,0,2022,10,0,276,40
2022-10-04,37.51,4998.29,0,2022,10,1,277,40
2022-10-05,37.47,5353.29,0,2022,10,2,278,40
2022-10-06,37.14,4970.02,0,2022,10,3,279,40
2022-10-07,38.59,4596.11,0,2022,10,4,280,40
2022-10-08,37.97,4341.59,0,2022,10,5,281,40
2022-10-09,39.38,4539.37,0,2022,10,6,282,40
2022-10-10,40.34,5184.67,0,2022,10,0,283,41
2022-10-11,37.43,4501.86,0,2022,10,1,284,41
2022-10-12,38.93,4909.31,0,2022,10,2,285,41
2022-10-13,35.98,5261.13,0,2022,10,3,286,41
2022-10-14,37.71,4950.26,0,2022,10,4,287,41
2022-10-15,35.96,6328.3,1,2022,10,5,288,41
2022-10-16,39.77,4958.19,0,2022,10,6,289,41
2022-10-17,34.88,5119.97,0,2022,10,0,290,42
2022-10-18,36.13,5426.07,0,2022,10,1,291,42
2022-10-19,38.65,4505.17,0,2022,10,2,292,42
2022-10-20,36.49,4997.84,0,2022,10,3,293,42
2022-10-21,35.28,4440.32,0,2022,10,4,294,42
2022-10-22,32.65,4495.14,0,2022,10,5,295,42
2022-10-23,33.04,5073.69,0,2022,10,6,296,42
2022-10-24,34.74,5176.03,0,2022,10,0,297,43
2022-10-25,35.1,5483.98,0,2022,10,1,298,43
2022-10-26,39.08,5521.85,0,2022,10,2,299,43
2022-10-27,37.28,5281.88,0,2022,10,3,300,43
2022-10-28,33.62,5286.98,0,2022,10,4,301,43
2022-10-29,33.88,5104.16,0,2022,10,5,302,43
2022-10-30,30.29,4776.01,0,2022,10,6,303,43
2022-10-31,30.73,5169.67,0,2022,10,0,304,44
2022-11-01,34.39,5417.55,0,2022,11,1,305,44
2022-11-02,35.11,5263.82,0,2022,11,2,306,44
2022-11-03,35.49,4589.43,0,2022,11,3,307,44
2022-11-04,38.29,5019.47,0,2022,11,4,308,44
2022-11-05,37.17,5050.12,0,2022,11,5,309,44
2022-11-06,38.7,4919.95,0,2022,11,6,310,44
2022-11-07,38.07,4838.23,0,2022,11,0,311,45
2022-11-08,37.97,5051.33,0,2022,11,1,312,45
2022-11-09,35.44,5187.38,0,2022,11,2,313,45
2022-11-10,34.68,4823.67,0,2022,11,3,314,45
2022-11-11,32.66,5253.49,0,2022,11,4,315,45
2022-11-12,30.26,6551.67,1,2022,11,5,316,45
2022-11-13,31.49,5989.14,1,2022,11,6,317,45
2022-11-14,32.14,4974.71,0,2022,11,0,318,46
2022-11-15,35.46,4508.09,0,2022,11,1,319,46
2022-11-16,34.97,5295.67,0,2022,11,2,320,46
2022-11-17,34.15,5149.39,0,2022,11,3,321,46
2022-11-18,34.51,4917.9,0,2022,11,4,322,46
2022-11-19,29.81,7232.67,1,2022,11,5,323,46
2022-11-20,32.07,5166.89,0,2022,11,6,324,46
2022-11-21,28.48,6230.4,1,2022,11,0,325,47
2022-11-22,32.88,4973.99,0,2022,11,1,326,47
2022-11-23,30.58,5710.88,0,2022,11,2,327,47
2022-11-24,30.68,5015.4,0,2022,11,3,328,47
2022-11-25,31.19,5272.85,0,2022,11,4,329,47
2022-11-26,31.73,5386.46,0,2022,11,5,330,47
2022-11-27,30.75,5389.65,0,2022,11,6,331,47
2022-11-28,29.7,5999.87,0,2022,11,0,332,48
2022-11-29,29.59,4917.84,0,2022,11,1,333,48
2022-11-30,31.28,4863.1,0,2022,11,2,334,48
2022-12-01,31.59,4822.73,0,2022,12,3,335,48
2022-12-02,33.34,4994.46,0,2022,12,4,336,48
2022-12-03,34.19,5370.27,0,2022,12,5,337,48
2022-12-04,26.42,6373.77,1,2022,12,6,338,48
2022-12-05,32.2,5473.95,0,2022,12,0,339,49
2022-12-06,36.27,4947.27,0,2022,12,1,340,49
2022-12-07,37.74,4530.31,0,2022,12,2,341,49
2022-12-08,37.41,4354.32,0,2022,12,3,342,49
2022-12-09,34.91,4546.29,0,2022,12,4,343,49
2022-12-10,35.4,4780.3,0,2022,12,5,344,49
2022-12-11,36.04,4897.12,0,2022,12,6,345,49
2022-12-12,34.89,5409.33,0,2022,12,0,346,50
2022-12-13,34.81,5249.32,0,2022,12,1,347,50
2022-12-14,32.5,6081.89,1,2022,12,2,348,50
2022-12-15,30.72,6736.4,1,2022,12,3,349,50
2022-12-16,31.56,5667.55,0,2022,12,4,350,50
2022-12-17,32.47,5688.92,0,2022,12,5,351,50
2022-12-18,32.62,5024.7,0,2022,12,6,352,50
2022-12-19,33.47,5363.77,0,2022,12,0,353,51
2022-12-20,33.3,5502.18,0,2022,12,1,354,51
2022-12-21,31.4,4727.75,0,2022,12,2,355,51
2022-12-22,29.36,6524.87,1,2022,12,3,356,51
2022-12-23,26.02,7737.92,1,2022,12,4,357,51
2022-12-24,29.05,5207.16,0,2022,12,5,358,51
2022-12-25,30.08,4367.47,0,2022,12,6,359,51
2022-12-26,29.58,5234.69,0,2022,12,0,360,52
2022-12-27,33.58,5408.46,0,2022,12,1,361,52
2022-12-28,29.96,5254.03,0,2022,12,2,362,52
2022-12-29,29.58,5485.8,0,2022,12,3,363,52
2022-12-30,28.87,5588.18,0,2022,12,4,364,52
2022-12-31,28.87,5200.08,0,2022,12,5,365,52
2023-01-01,29.1,5139.35,0,2023,1,6,1,52
2023-01-02,28.36,5377.98,0,2023,1,0,2,1
2023-01-03,31.08,5249.4,0,2023,1,1,3,1
2023-01-04,31.13,5209.95,0,2023,1,2,4,1
2023-01-05,32.29,5163.85,0,2023,1,3,5,1
2023-01-06,32.26,4912.58,0,2023,1,4,6,1
2023-01-07,31.86,5382.01,0,2023,1,5,7,1
2023-01-08,35.11,5174.02,0,2023,1,6,8,1
2023-01-09,31.74,5899.29,1,2023,1,0,9,2
2023-01-10,32.75,4995.86,0,2023,1,1,10,2
2023-01-11,30.06,5274.77,0,2023,1,2,11,2
2023-01-12,32.6,4959.77,0,2023,1,3,12,2
2023-01-13,31.91,5345.91,0,2023,1,4,13,2
2023-01-14,29.6,5250.16,0,2023,1,5,14,2
2023-01-15,28.38,6768.33,1,2023,1,6,15,2
2023-01-16,32.04,5027.55,0,2023,1,0,16,3
2023-01-17,32.16,4544.09,0,2023,1,1,17,3
2023-01-18,32.97,4486.37,0,2023,1,2,18,3
2023-01-19,30.27,5413.16,0,2023,1,3,19,3
2023-01-20,27.84,5437.86,0,2023,1,4,20,3
2023-01-21,30.93,5335.18,0,2023,1,5,21,3
2023-01-22,28.56,5362.56,0,2023,1,6,22,3
2023-01-23,27.24,5452.25,0,2023,1,0,23,4
2023-01-24,26.68,5706.83,0,2023,1,1,24,4
2023-01-25,31.02,5332.5,0,2023,1,2,25,4
2023-01-26,28.16,7115.1,1,2023,1,3,26,4
2023-01-27,33.15,5143.8,0,2023,1,4,27,4
2023-01-28,33.1,5004.85,0,2023,1,5,28,4
2023-01-29,32.02,5207.26,0,2023,1,6,29,4
2023-01-30,33.27,4835.62,0,2023,1,0,30,5
2023-01-31,31.02,5085.08,0,2023,1,1,31,5
2023-02-01,30.28,5289.11,0,2023,2,2,32,5
2023-02-02,32.64,5167.07,0,2023,2,3,33,5
2023-02-03,31.28,5154.16,0,2023,2,4,34,5
2023-02-04,32.17,4725.18,0,2023,2,5,35,5
2023-02-05,32.93,5294.64,0,2023,2,6,36,5
2023-02-06,32.92,5354.36,0,2023,2,0,37,6
2023-02-07,30.79,5703.63,0,2023,2,1,38,6
2023-02-08,27.64,6915.08,1,2023,2,2,39,6
2023-02-09,31.26,5187.54,0,2023,2,3,40,6
2023-02-10,32.66,4812.95,0,2023,2,4,41,6
2023-02-11,33.48,5523.64,0,2023,2,5,42,6
2023-02-12,34.35,5107.08,0,2023,2,6,43,6
2023-02-13,33.25,5145.34,0,2023,2,0,44,7
2023-02-14,29.57,6455.2,1,2023,2,1,45,7
2023-02-15,31.56,5076.43,0,2023,2,2,46,7
2023-02-16,29.23,5494.99,0,2023,2,3,47,7
2023-02-17,26.72,5107.36,0,2023,2,4,48,7
2023-02-18,36.2,5427.38,0,2023,2,5,49,7
2023-02-19,35.59,5392.74,0,2023,2,6,50,7
2023-02-20,37.27,4780.18,0,2023,2,0,51,8
2023-02-21,36.13,4684.11,0,2023,2,1,52,8
2023-02-22,36.61,4315.05,0,2023,2,2,53,8
2023-02-23,37.68,4490.71,0,2023,2,3,54,8
2023-02-24,36.15,5161.7,0,2023,2,4,55,8
2023-02-25,36.55,5016.87,0,2023,2,5,56,8
2023-02-26,37.93,5001.41,0,2023,2,6,57,8
2023-02-27,35.6,4416.22,0,2023,2,0,58,9
2023-02-28,35.95,4833.84,0,2023,2,1,59,9
2023-03-01,35.23,5398.78,0,2023,3,2,60,9
2023-03-02,34.09,5016.7,0,2023,3,3,61,9
2023-03-03,32.86,4725.53,0,2023,3,4,62,9
2023-03-04,32.61,5086.02,0,2023,3,5,63,9
2023-03-05,31.53,6238.17,1,2023,3,6,64,9
2023-03-06,33.22,5189.03,0,2023,3,0,65,10
2023-03-07,34.04,5054.38,0,2023,3,1,66,10
2023-03-08,36.68,5079.09,0,2023,3,2,67,10
2023-03-09,37.98,4485.51,0,2023,3,3,68,10
2023-03-10,37.4,4745.35,0,2023,3,4,69,10
2023-03-11,40.27,5063.49,0,2023,3,5,70,10
2023-03-12,42.51,4218.02,0,2023,3,6,71,10
2023-03-13,41.19,4389.7,0,2023,3,0,72,11
2023-03-14,36.41,4989.53,0,2023,3,1,73,11
2023-03-15,37.97,4937.67,0,2023,3,2,74,11
2023-03-16,34.16,4895.32,0,2023,3,3,75,11
2023-03-17,37.02,4815.39,0,2023,3,4,76,11
2023-03-18,38.31,4994.39,0,2023,3,5,77,11
2023-03-19,40.14,4998.0,0,2023,3,6,78,11
2023-03-20,39.05,4476.76,0,2023,3,0,79,12
2023-03-21,32.11,6493.86,1,2023,3,1,80,12
2023-03-22,35.86,5410.62,0,2023,3,2,81,12
2023-03-23,34.7,4980.27,0,2023,3,3,82,12
2023-03-24,35.9,4631.03,0,2023,3,4,83,12
2023-03-25,36.6,4582.0,0,2023,3,5,84,12
2023-03-26,36.28,4887.75,0,2023,3,6,85,12
2023-03-27,34.89,5316.21,0,2023,3,0,86,13
2023-03-28,39.07,4784.35,0,2023,3,1,87,13
2023-03-29,35.47,6277.35,1,2023,3,2,88,13
2023-03-30,36.3,4636.2,0,2023,3,3,89,13
2023-03-31,35.8,5254.79,0,2023,3,4,90,13
2023-04-01,37.8,4516.37,0,2023,4,5,91,13
2023-04-02,36.77,4760.36,0,2023,4,6,92,13
2023-04-03,37.93,5042.59,0,2023,4,0,93,14
2023-04-04,39.78,4148.96,0,2023,4,1,94,14
2023-04-05,34.7,5067.22,0,2023,4,2,95,14
2023-04-06,32.62,6019.23,1,2023,4,3,96,14
2023-04-07,37.32,4889.0,0,2023,4,4,97,14
2023-04-08,37.66,4761.36,0,2023,4,5,98,14
2023-04-09,34.26,7062.15,1,2023,4,6,99,14
2023-04-10,40.44,4610.25,0,2023,4,0,100,15
2023-04-11,40.64,5270.89,0,2023,4,1,101,15
2023-04-12,34.15,6407.73,1,2023,4,2,102,15
2023-04-13,40.88,4465.64,0,2023,4,3,103,15
2023-04-14,37.75,6267.72,1,2023,4,4,104,15
2023-04-15,39.8,4668.5,0,2023,4,5,105,15
2023-04-16,37.54,4945.8,0,2023,4,6,106,15
2023-04-17,35.46,4762.81,0,2023,4,0,107,16
2023-04-18,34.25,5544.7,0,2023,4,1,108,16
2023-04-19,35.72,5241.72,0,2023,4,2,109,16
2023-04-20,36.14,4952.76,0,2023,4,3,110,16
2023-04-21,31.02,7221.63,1,2023,4,4,111,16
2023-04-22,36.13,4965.76,0,2023,4,5,112,16
2023-04-23,38.52,5153.09,0,2023,4,6,113,16
2023-04-24,37.27,4898.01,0,2023,4,0,114,17
